3ffb9e4d 3fcdab48 3fa24000 3fa50000 3fa24000 3fa50000 3fa5f000 3f9ae000 3f9a3800 3f9b8800
3fa75607 3fe41bba 3f310000 3f340000 3f29a000 3f2c8000 3f34b000 3f3c5800 3f3b0800 3f3c5800
3fba77d1 3f8d4efc 3fa24000 3fa50000 3fa24000 3fa50000 3fa5f000 3fa60000 3fa60000 3fa6a600
3fb05e2b 3f9bdd8e 3f955800 3f97e000 3f955800 3f97e000 3f955800 3f928c00 3f928c00 3f933200
3ffdc795 3fe473f0 3f955800 3f97e000 3f91a800 3f942000 3f973000 3f8ebc00 3f8e6800 3f8ebc00
3faa768f 3fcaf2a2 3f5d4000 3f610000 3f5d4000 3f610000 3f5d4000 3f554800 3f554800 3f554800
3fbbd199 3fec8e24 3f3fc000 3f430000 3f3fc000 3f430000 3f472000 3f4cc000 3f4b7000 3f4cc000
3f988333 3feeeef6 3f138000 3f160000 3f138000 3f160000 3f1ae000 3f22c000 3f22c000 3f22c000
3fcd19dd 3fbc5198 3f8fd000 3f924000 3f8c2000 3f8e8000 3f91a800 3f863a00 3f859400 3f863a00
3fd9a817 3fb4a68a 3f9cb800 3f9f6000 3f9cb800 3f9f6000 3fa06800 3f990800 3f986200 3f990800
3ff06461 3f9bb24c 3fc19800 3fc4e000 3fc19800 3fc4e000 3fc19800 3fc7b800 3fc7b800 3fc90400
3fcd493b 3fcc2d5e 3f84c000 3f870000 3f811000 3f834000 3f869800 3f80f400 3f80a000 3f80f400
3f8eb525 3ff7e440 3ef36000 3ef78000 3ee4a000 3ee88000 3efac000 3f0fb800 3f0fb800 3f110800
3fb70a9f 3ffcd772 3f25f000 3f28c000 3f1e9000 3f214000 3f29a000 3f3b0800 3f39b800 3f3b0800
3fbf5029 3f975b74 3fa06800 3fa32000 3f9cb800 3f9f6000 3fa24000 3fa21c00 3fa0d000 3fa2c200
3fe2d043 3ff938c6 3f685000 3f6c4000 3f685000 3f6c4000 3f685000 3f665800 3f665800 3f67a800
3f8bb96d 3f8dcbe8 3f811000 3f834000 3f811000 3f834000 3f84c000 3f7f7c00 3f7e3000 3f806400
3f88be27 3ff3255a 3ef36000 3ef78000 3ef36000 3ef78000 3ef36000 3f0c7000 3f0c7000 3f0d1800
3ff3b4f1 3ff0299c 3f84c000 3f870000 3f84c000 3f870000 3f84c000 3f824400 3f819c00 3f824400
3ff1384b 3fefb12e 3f869800 3f88e000 3f869800 3f88e000 3f8a4800 3f819c00 3f80f400 3f824400
3fb146b5 3fc8a890 3f685000 3f6c4000 3f685000 3f6c4000 3f685000 3f5e7800 3f5dd000 3f5e7800
3fd8e2af 3fdb3042 3f84c000 3f870000 3f84c000 3f870000 3f84c000 3f7d5000 3f7d5000 3f7ea000
3fbcb2b9 3fcabcc4 3f771000 3f7b4000 3f736000 3f778000 3f771000 3f69a000 3f69a000 3f69a000
3f94a153 3fdd3696 3f25f000 3f28c000 3f1e9000 3f214000 3f29a000 3f2bf000 3f2bf000 3f2d4000
3f907cfd 3fc71a38 3f3fc000 3f430000 3f3fc000 3f430000 3f472000 3f39b800 3f39b800 3f3a6000
3ff59837 3fec982a 3f8a4800 3f8ca000 3f869800 3f88e000 3f8c2000 3f858c00 3f853800 3f858c00
3fad6981 3fdfb4ec 3f472000 3f4a8000 3f3fc000 3f430000 3f4ad000 3f478000 3f463000 3f482800
3fed2b5b 3fa368fe 3fb86000 3fbb8000 3fb68800 3fb9a000 3fb86000 3fbcb200 3fbb6600 3fbd5800
3fde7c45 3ffbc0e0 3f60f000 3f64c000 3f5d4000 3f610000 3f60f000 3f5fc800 3f5fc800 3f611800
3ff0febf 3fd2fd12 3f9ae000 3f9d8000 3f9ae000 3f9d8000 3f9ae000 3f91b000 3f91b000 3f91b000
3fbcf949 3ffbb214 3f34b000 3f37c000 3f310000 3f340000 3f34b000 3f419800 3f419800 3f424000
3f9ef663 3fd7e866 3f3c1000 3f3f4000 3f34b000 3f37c000 3f3fc000 3f3c5800 3f3c5800 3f3da800
3ff4648d 3fad3c88 3fb68800 3fb9a000 3fb2d800 3fb5e000 3fb86000 3fb6dc00 3fb6dc00 3fb82800
3fa13647 3fadfefa 3f771000 3f7b4000 3f771000 3f7b4000 3f7e7000 3f6fec00 3f6d5400 3f713800
3fc68211 3fff543c 3f3c1000 3f3f4000 3f34b000 3f37c000 3f3fc000 3f3fa000 3f3fa000 3f40f000
3fd2226b 3fc454ce 3f8c2000 3f8e8000 3f8c2000 3f8e8000 3f8fd000 3f888000 3f888000 3f888000
3fcf55d5 3ff62d30 3f523000 3f55c000 3f4ad000 3f4e4000 3f55e000 3f53f800 3f535000 3f53f800
3fa05ecf 3f913de2 3f8fd000 3f924000 3f8fd000 3f924000 3f8fd000 3f8d5c00 3f8d5c00 3f8ea800
3f8923d9 3fdf3b64 3f138000 3f160000 3f138000 3f160000 3f1ae000 3f1e2800 3f1cd800 3f1ed000
3fb2cf73 3fe64e36 3f3fc000 3f430000 3f3fc000 3f430000 3f472000 3f478000 3f478000 3f478000
3f90701d 3fc532d8 3f3fc000 3f430000 3f3fc000 3f430000 3f472000 3f3b0800 3f3b0800 3f3c5800
3fcc9857 3f8459ca 3fb68800 3fb9a000 3fb2d800 3fb5e000 3fb86000 3fc52000 3fc52000 3fc52000
3fa7fea1 3fa4078c 3f84c000 3f870000 3f811000 3f834000 3f869800 3f83a200 3f82fc00 3f83a200
3ff11d7b 3fef749e 3f869800 3f88e000 3f869800 3f88e000 3f8a4800 3f819c00 3f80f400 3f824400
3ffcd365 3fdced80 3f9ae000 3f9d8000 3f973000 3f99c000 3f9cb800 3f930000 3f930000 3f930000
3fc802df 3f82f2b2 3fb68800 3fb9a000 3fb68800 3fb9a000 3fb68800 3fc3d400 3fc3d400 3fc3d400
3faa3269 3fea58b4 3f310000 3f340000 3f310000 3f340000 3f310000 3f3b0800 3f3b0800 3f3b0800
3fc12c83 3fc56806 3f811000 3f834000 3f811000 3f834000 3f84c000 3f7ca800 3f7b5800 3f7d5000
3ffd9fad 3fd3fd28 3fa24000 3fa50000 3fa06800 3fa32000 3fa24000 3f989400 3f97ec00 3f993c00
3ff8be67 3ffca89a 3f811000 3f834000 3f811000 3f834000 3f84c000 3f7ca800 3f7ca800 3f7ca800
3ffadf31 3fe2cedc 3f955800 3f97e000 3f955800 3f97e000 3f955800 3f8e6800 3f8e6800 3f8e6800
3fdb1c8b 3f81c86e 3fc19800 3fc4e000 3fc19800 3fc4e000 3fc19800 3fd4b000 3fd36400 3fd55600
3f9ff4f5 3f9501d0 3f8a4800 3f8ca000 3f869800 3f88e000 3f8c2000 3f897800 3f88d200 3f8a1e00
3f88eaef 3fd51b82 3f1e9000 3f214000 3f1e9000 3f214000 3f25f000 3f24b800 3f24b800 3f260800
3fe924f9 3fd20a04 3f955800 3f97e000 3f955800 3f97e000 3f955800 3f8dc000 3f8d1800 3f8dc000
3ffb0d93 3ff235d6 3f8a4800 3f8ca000 3f8a4800 3f8ca000 3f8a4800 3f858c00 3f853800 3f858c00
3f94f33d 3fde9b78 3f25f000 3f28c000 3f1e9000 3f214000 3f29a000 3f2b4800 3f2b4800 3f2b4800
3fe6a877 3fe3eb6a 3f869800 3f88e000 3f84c000 3f870000 3f869800 3f824400 3f824400 3f82ec00
3fa823c1 3f90aa2c 3f955800 3f97e000 3f955800 3f97e000 3f955800 3f952400 3f952400 3f952400
3fe11f9b 3f98503e 3fb68800 3fb9a000 3fb68800 3fb9a000 3fb68800 3fbf4a00 3fbea400 3fbf4a00
3fb1ba85 3fc36a20 3f736000 3f778000 3f736000 3f778000 3f736000 3f631000 3f61c000 3f63b800
3fc416ff 3ff4b852 3f472000 3f4a8000 3f3fc000 3f430000 3f4ad000 3f4a2000 3f4a2000 3f4a2000
3fcefb89 3f8b4f54 3fb2d800 3fb5e000 3fb10000 3fb40000 3fb2d800 3fbea400 3fbea400 3fbff000
3fd172a3 3fa9b7a6 3fa06800 3fa32000 3fa06800 3fa32000 3fa06800 3f9ede00 3f9e3800 3fa02a00
3fef6acd 3faa0dc8 3fb2d800 3fb5e000 3fb10000 3fb40000 3fb2d800 3fb63600 3fb59000 3fb63600
3f975687 3fc7223a 3f472000 3f4a8000 3f3fc000 3f430000 3f4ad000 3f419800 3f404800 3f424000
3fd8cc51 3fc2997c 3f955800 3f97e000 3f955800 3f97e000 3f955800 3f8d1800 3f8d1800 3f8d1800
3f9426ab 3f900c0e 3f869800 3f88e000 3f84c000 3f870000 3f869800 3f84ee00 3f84ee00 3f84ee00
3feb2415 3fcd2670 3f973000 3f99c000 3f973000 3f99c000 3f9ae000 3f91b000 3f910800 3f925800
3f9a870f 3f8ec922 3f8c2000 3f8e8000 3f8c2000 3f8e8000 3f8fd000 3f8b6a00 3f8b6a00 3f8b6a00
3fa4b619 3fcb28a4 3f55e000 3f598000 3f523000 3f55c000 3f55e000 3f4d6800 3f4d6800 3f4e1000
3ff55bb3 3fe8ed76 3f8c2000 3f8e8000 3f8a4800 3f8ca000 3f8c2000 3f87d800 3f878400 3f87d800
3fe6065d 3fbb5418 3fa24000 3fa50000 3fa06800 3fa32000 3fa24000 3f9ba000 3f9ba000 3f9cec00
3fcbc897 3ff34d0a 3f523000 3f55c000 3f523000 3f55c000 3f523000 3f535000 3f520000 3f53f800
